,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena,Od centra
4359,Beograd,Rakovica,Vidikovac,sretena mladenovica mike,Stan,38.0,1.5,EG,3,5,34000,7.8794753889999996
4360,Beograd,Rakovica,Labudovo brdo,sretena mladenovica mike,Stan,64.0,2,CG,4,4,62000,7.8794753889999996
4361,Beograd,Rakovica,Kanarevo brdo,srpskih udarnih brigada,Stan,52.0,2,CG,4,4,42000,4.983615451
4362,Beograd,Zvezdara,Lion,stanislava sremcevica,Stan,54.0,2,Norveški radijatori,1,3,85000,3.483774211
4363,Beograd,Zvezdara,Lion,stanislava sremcevica,Stan,54.0,2,Norveški radijatori,1,3,85000,3.483774211
4364,Beograd,Zemun,Batajnica,stevana dubajica,Stan,25.0,0.5,CG,VPR,3,25000,15.38225946
4365,Beograd,Savski venac,Dedinje,stevana filipovica,Stan,72.0,3,CG,4,5,89000,11.49183451
4366,Beograd,Zemun,Centar,stevana markovica,Stan,90.0,3,TA,2,2,90000,4.062751375
4367,Beograd,?ukarica,Železnik,stjepana supanca,Stan,60.0,2,CG,7,9,46000,9.688677212
4368,Beograd,?ukarica,Železnik,stjepana supanca,Stan,60.0,2,CG,7,9,46000,9.688677212
4369,Beograd,Vra?ar,Hram svetog Save,stojana protica,Stan,36.0,1,TA,PR,6,49000,5.319703206
4370,Beograd,Palilula,Višnji?ka Banja,stojana stoleta arandjelovica,Stan,88.0,3,CG,PR,4,68000,6.531609641
4371,Beograd,Palilula,Višnji?ka Banja,stojana stoleta arandjelovica,Stan,88.0,3,CG,PR,4,68000,6.531609641
4372,Beograd,Zemun,Batajnica,suncokreta,Stan,50.0,2,Gas,VPR,4,47500,3.850281283
4373,Beograd,Zemun,Batajnica,suncokreta,Stan,45.0,1.5,EG,VPR,4,33750,3.850281283
4374,Beograd,Vra?ar,Slavija,sv. save,Stan,4052.0,1.5,EG,7,7,88500,1.6193193369999999
4375,Beograd,Vra?ar,Hram svetog Save,svetog save,Stan,76.0,3.5,CG,1,4,167000,1.4060884169999999
4376,Beograd,Vra?ar,Crveni krst,svetomira nikolajevica,Stan,50.0,2,CG,VPR,5,77000,3.0428892000000003
4377,Beograd,Vra?ar,Crveni krst,svetomira nikolajevica,Stan,50.0,2,CG,VPR,5,77000,3.0428892000000003
4378,Beograd,Vra?ar,Bulevar kralja Aleksandra,svetozara markovica,Stan,78.0,3,CG,2,7,165000,0.995537323
4379,Beograd,Vra?ar,Bulevar kralja Aleksandra,svetozara markovica,Stan,78.0,3,CG,2,7,165000,0.995537323
4380,Beograd,Zemun,Galenika,svetozara papica,Stan,86.0,3,CG,2,4,74900,8.340110176
4381,Beograd,Savski venac,Centar,svetozara radica,Stan,54.0,2,TA,VPR,2,74000,0.646110455
4382,Beograd,Zvezdara,Lion,sabacka,Stan,68.0,3,CG,2,4,129000,3.136561592
4383,Beograd,Palilula,Centar,sajkaska,Stan,63.0,2,CG,3,9,90000,1.260270971
4384,Beograd,Palilula,Centar,sajkaska,Stan,63.0,2,CG,3,9,90000,1.260270971
4385,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,48.0,1.5,TA,4,4,46000,5.085258495
4386,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,60.0,2.5,TA,1,4,58000,5.085258495
4387,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,53.0,2,TA,3,3,45900,5.085258495
4388,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,62.0,2.5,TA,PSUT,2,58000,5.085258495
4389,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,53.0,2,TA,3,3,45900,5.085258495
4390,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,53.0,2,TA,3,3,45900,5.085258495
4391,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,60.0,2.5,TA,1,4,58000,5.085258495
4392,Beograd,Palilula,Rospi ?uprija,salvadora aljendea,Stan,48.0,1.5,TA,3,4,46000,5.085258495
4393,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,60.0,3,TA,1,3,58000,5.085258495
4394,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,66.0,2.5,TA,2,5,62000,5.085258495
4395,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,41.0,1,TA,3,3,35000,5.085258495
4396,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,53.0,2,TA,3,3,45900,5.085258495
4397,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,23.0,1.5,Gas,PR,4,27000,5.085258495
4398,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,53.0,2,TA,3,3,45900,5.085258495
4399,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,54.0,2,EG,4,4,44000,5.085258495
4400,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,44.0,1.5,TA,3,4,48000,5.085258495
4401,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,23.0,1.5,Gas,PR,4,27000,5.085258495
4402,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,66.0,2.5,TA,2,5,62000,5.085258495
4403,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,54.0,2,EG,4,4,44000,5.085258495
4404,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,53.0,2,TA,3,3,45900,5.085258495
4405,Beograd,Palilula,Karaburma,salvadora aljendea,Stan,44.0,1.5,TA,3,4,48000,5.085258495
4406,Beograd,Zvezdara,Mirijevo,samjuela beketa,Stan,30.0,1,CG,5,6,36000,6.7647917710000005
4407,Beograd,Zvezdara,Mirijevo,samjuela beketa,Stan,30.0,1,CG,5,6,36000,6.7647917710000005
4408,Beograd,Savski venac,Senjak,sanje zivanovic,Stan,181.0,5,EG,3,3,365000,2.965671361
4409,Beograd,Savski venac,Senjak,sanje zivanovic,Stan,109.0,3,CG,PR,3,248000,2.965671361
4410,Beograd,Savski venac,Senjak,sanje zivanovic,Stan,109.0,3,CG,PR,3,248000,2.965671361
4411,Beograd,Savski venac,Senjak,sanje zivanovic,Stan,155.0,4,CG,PR,3,355000,2.965671361
4412,Beograd,Savski venac,Senjak,sanje zivanovic,Stan,155.0,4,CG,PR,3,355000,2.965671361
4413,Beograd,Savski venac,Senjak,sanje zivanovic,Stan,87.0,3,Gas,PR,3,188500,2.965671361
4414,Beograd,Savski venac,Sarajevska,sarajevska,Stan,74.0,2.5,CG,5,7,110000,1.116813695
4415,Beograd,Savski venac,Sarajevska,sarajevska,Stan,25.0,0.5,CG,7,7,40000,1.116813695
4416,Beograd,Savski venac,Palata pravde,sarajevska,Stan,30.0,1,CG,11,11,50000,1.116813695
4417,Beograd,Savski venac,Sarajevska,sarajevska,Stan,73.0,3,CG,5,6,110000,1.116813695
4418,Beograd,Savski venac,Klini?ki centar,sarajevska,Stan,115.0,4,CG,3,6,165000,1.116813695
4419,Beograd,Savski venac,Sarajevska,sarajevska,Stan,73.0,3,CG,5,6,110000,1.116813695
4420,Beograd,Savski venac,Sarajevska,sarajevska,Stan,36.0,1,TA,2,3,44000,1.116813695
4421,Beograd,Savski venac,Palata pravde,sarajevska,Stan,111.0,4,CG,6,6,199000,1.116813695
4422,Beograd,Savski venac,Sarajevska,sarajevska,Stan,74.0,3,CG,6,6,110000,1.116813695
4423,Beograd,Savski venac,Sarajevska,sarajevska,Stan,111.0,4,CG,6,6,200000,1.116813695
4424,Beograd,?ukarica,Srem?ica,sare bernar,Stan,62.0,2.5,CG,1,3,40000,11.72700302
4425,Beograd,?ukarica,Srem?ica,sare bernar,Stan,64.0,2.5,CG,1,4,41000,11.72700302
4426,Beograd,?ukarica,Srem?ica,sare bernar,Stan,59.0,1.5,CG,3,4,39911,11.72700302
4427,Beograd,?ukarica,Srem?ica,sare bernar,Stan,66.0,2.5,CG,PR,4,43000,11.72700302
4428,Beograd,?ukarica,Srem?ica,sare bernar,Stan,50.0,1.5,CG,2,5,32500,11.72700302
4429,Beograd,?ukarica,Srem?ica,sare bernar,Stan,50.0,1.5,CG,2,5,32500,11.72700302
4430,Beograd,Rakovica,Resnik,sase filipovica,Stan,43.0,1,CG,VPR,4,39500,8.59474568
4431,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,62.0,2,CG,6,11,62000,6.056252292000001
4432,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,62.0,2,CG,6,11,62000,6.056252292000001
4433,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,62.0,2,CG,6,11,65000,6.056252292000001
4434,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,45.0,1.5,CG,2,11,50000,6.056252292000001
4435,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,45.0,1.5,CG,2,11,50000,6.056252292000001
4436,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,70.0,2.5,CG,PR,11,66500,6.056252292000001
4437,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,72.0,2.5,CG,PR,11,59500,6.056252292000001
4438,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,70.0,2.5,CG,PR,11,66500,6.056252292000001
4439,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,58.0,2.5,CG,7,11,59900,6.056252292000001
4440,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,58.0,2.5,CG,7,11,59900,6.056252292000001
4441,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,72.0,2.5,CG,PR,11,59500,6.056252292000001
4442,Beograd,Zemun,Save Kova?evi?a,sava burica,Stan,42.0,1.5,CG,5,12,52000,6.056252292000001
4443,Beograd,Palilula,Krnja?a,save kovacevica,Stan,35.0,1.5,TA,1,4,25500,4.201990833
4444,Beograd,Palilula,Krnja?a,save kovacevica,Stan,40.0,1.5,TA,2,2,25500,4.201990833
4445,Beograd,Palilula,Krnja?a,save kovacevica,Stan,35.0,1.5,TA,1,4,25500,4.201990833
4446,Beograd,Zvezdara,Mirijevo,save kovacevica,Stan,70.0,3,Gas,3,3,65000,4.201990833
4447,Beograd,Zvezdara,Mirijevo,save kovacevica,Stan,70.0,3,Gas,3,3,65000,4.201990833
4448,Beograd,Palilula,Krnja?a,save kovacevica,Stan,41.0,1.5,CG,PR,2,23500,4.201990833
4449,Beograd,Palilula,Bor?a,save malesevica,Stan,75.0,4,EG,1,1,65000,8.257072609
4450,Beograd,Palilula,Bor?a,save malesevica,Stan,75.0,4,EG,1,1,65000,8.257072609
4451,Beograd,Vra?ar,Crveni krst,save tekelije,Stan,70.0,2,EG,VPR,3,103000,2.393680863
4452,Beograd,?ukarica,Cerak,savnicka,Stan,90.0,3.5,TA,2,2,75000,5.966983203
4453,Beograd,?ukarica,Cerak,savnicka,Stan,90.0,3.5,TA,2,2,75000,5.966983203
4454,Beograd,Savski venac,Centar,savska,Stan,71.0,2,EG,2,4,106500,1.0825076279999999
4455,Beograd,Vra?ar,Crveni krst,sazonova,Stan,42.0,1.5,CG,PR,5,70500,2.522076684
4456,Beograd,Vra?ar,?ubura,sazonova,Stan,170.0,4,Podno,3,4,366000,2.522076684
4457,Beograd,Vra?ar,Crveni krst,sazonova,Stan,42.0,1.5,CG,PR,5,70500,2.522076684
4458,Beograd,Vra?ar,Crveni krst,sazonova,Stan,60.0,2,CG,1,4,107280,2.522076684
4459,Beograd,Vra?ar,?ubura,sazonova,Stan,170.0,4,CG,3,4,366000,2.522076684
4460,Beograd,Vra?ar,?ubura,sazonova,Stan,95.0,3,CG,PR,4,205000,2.522076684
4461,Beograd,Vra?ar,Crveni krst,sazonova,Stan,90.0,3,CG,PR,5,148500,2.522076684
4462,Beograd,Vra?ar,?ubura,sazonova,Stan,123.0,4,CG,2,4,265000,2.522076684
4463,Beograd,Vra?ar,?ubura,sazonova,Stan,67.0,2,Podno,VPR,3,146000,2.522076684
4464,Beograd,Vra?ar,Crveni krst,sazonova,Stan,60.0,2,CG,1,4,107280,2.522076684
4465,Beograd,Vra?ar,Crveni krst,sazonova,Stan,90.0,3,CG,PR,5,148500,2.522076684
4466,Beograd,Vra?ar,?ubura,sazonova,Stan,67.0,2,CG,3,4,146000,2.522076684
4467,Beograd,Vra?ar,?ubura,sazonova,Stan,123.0,4,CG,1,4,265000,2.522076684
4468,Beograd,Vra?ar,?ubura,sazonova,Stan,30.0,1.5,TA,PR,1,31000,2.522076684
4469,Beograd,Vra?ar,Crveni krst,sazonova,Stan,97.0,3.5,CG,1,4,174600,2.522076684
4470,Beograd,Vra?ar,Crveni krst,sazonova,Stan,83.0,3.5,CG,3,5,149000,2.522076684
4471,Beograd,Vra?ar,?ubura,sazonova,Stan,122.0,3,EG,1,2,240000,2.522076684
4472,Beograd,Vra?ar,?ubura,sazonova,Stan,94.0,2,EG,1,3,205000,2.522076684
4473,Beograd,Vra?ar,Crveni krst,sazonova,Stan,97.0,3.5,CG,1,4,174600,2.522076684
4474,Beograd,Vra?ar,?ubura,sazonova,Stan,170.0,4,EG,3,3,366000,2.522076684
4475,Beograd,Rakovica,Resnik,sase filipovica,Stan,84.0,3,CG,3,4,60000,8.59474568
4476,Beograd,Rakovica,Resnik,sase filipovica,Stan,84.0,3,CG,3,4,60000,8.59474568
4477,Beograd,Rakovica,Kneževac,sedamnaestog oktobra,Stan,40.0,2,Gas,1,4,31000,7.499237591
4478,Beograd,Rakovica,Kneževac,sedamnaestog oktobra,Stan,40.0,2,Gas,1,4,31000,7.499237591
4479,Beograd,Palilula,Bor?a,sedmog jula,Stan,38.0,1,EG,2,2,31000,0.513085353
4480,Beograd,Zvezdara,Mirijevo,sejkina,Stan,40.0,1.5,EG,PR,4,32000,5.509032996
4481,Beograd,Novi Beograd,Ledine,semberijska,Stan,46.0,2.5,EG,PR,1,34000,13.16342549
4482,Beograd,Savski venac,Senjak,senjacka,Stan,61.0,2,TA,1,3,75000,2.5410164330000002
4483,Beograd,Savski venac,Senjak,senjacka,Stan,215.0,4,CG,4,5,450000,2.5410164330000002
4484,Beograd,Stari grad,Centar,senjanin ive,Stan,83.0,3,CG,7,8,115000,5.319703206
4485,Beograd,Stari grad,Dor?ol,senjanin ive,Stan,71.0,2.5,CG,7,8,115000,5.319703206
4486,Beograd,Stari grad,Centar,senjanin ive,Stan,83.0,3,CG,7,8,115000,5.319703206
4487,Beograd,Stari grad,Dor?ol,senjanin ive,Stan,82.0,2.5,CG,7,10,115000,5.319703206
4488,Beograd,Savski venac,Senjak,senjacka,Stan,52.0,2,CG,SUT,2,64000,2.5410164330000002
4489,Beograd,Savski venac,Senjak,senjacka,Stan,66.0,3,CG,VPR,2,110000,2.5410164330000002
4490,Beograd,Savski venac,Senjak,senjacka,Stan,74.0,3.5,CG,VPR,2,124000,2.5410164330000002
4491,Beograd,Savski venac,Senjak,senjacka,Stan,185.0,5,CG,1,4,350000,2.5410164330000002
4492,Beograd,Savski venac,Senjak,senjacka,Stan,44.0,2,CG,SUT,2,59000,2.5410164330000002
4493,Beograd,Savski venac,Senjak,senjacka,Stan,69.0,4,CG,PSUT,2,90000,2.5410164330000002
4494,Beograd,Zemun,Novi grad,senjska,Stan,37.0,1,TA,PR,1,31000,4.949617443
4495,Beograd,Zemun,Novi grad,senjska,Stan,37.0,1,TA,PR,1,31000,4.949617443
4496,Beograd,Zemun,Gornji grad,senjska,Stan,37.0,1.5,TA,1,1,34900,4.949617443
4497,Beograd,Zemun,Gornji grad,senjska,Stan,37.0,1.5,TA,1,1,34900,4.949617443
4498,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,40.0,1.5,TA,4,4,29000,7.660042901000001
4499,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,40.0,1.5,TA,4,4,29000,7.660042901000001
4500,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,45.0,1,CG,6,10,46000,7.660042901000001
4501,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,84.0,3,CG,PR,10,61900,7.660042901000001
4502,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,84.0,3.5,CG,1,8,75900,7.660042901000001
4503,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,45.0,1,CG,6,10,46000,7.660042901000001
4504,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,27.0,0.5,CG,10,11,28000,7.660042901000001
4505,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,27.0,0.5,CG,10,11,28000,7.660042901000001
4506,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,84.0,3,CG,PR,10,61900,7.660042901000001
4507,Beograd,Rakovica,Labudovo brdo,serdar janka vukotica,Stan,83.0,3.5,CG,1,8,77000,7.660042901000001
4508,Beograd,Zemun,Zemun polje,sergeja jesenjina,Stan,52.0,2,EG,1,2,43000,12.07621341
4509,Beograd,Zemun,Zemun polje,sergeja jesenjina,Stan,52.0,3,TA,1,2,42000,12.07621341
4510,Beograd,Palilula,Višnji?ka Banja,sestara jankovic,Stan,46.0,2.5,TA,1,3,39900,6.867122491
4511,Beograd,Palilula,Višnji?ka Banja,sestara jankovic,Stan,46.0,2.5,TA,1,3,39900,6.867122491
4512,Beograd,Palilula,Višnji?ka Banja,sestara jankovic,Stan,46.0,1.5,EG,3,5,44000,6.867122491
4513,Beograd,Zemun,Batajnica,sevastokratora branka,Stan,94.0,4,CG,PR,1,66000,15.70791454
4514,Beograd,Zemun,Batajnica,sevastokratora branka,Stan,94.0,4,CG,PR,1,66000,15.70791454
4515,Beograd,Zemun,Batajnica,sevastokratora vlatka,Stan,74.0,2.5,CG,PR,1,65000,15.28300532
4516,Beograd,Palilula,Bor?a,severina bijelica,Stan,50.0,2,CG,4,4,28000,0.408147727
4517,Beograd,Palilula,Bor?a,severina bijelica,Stan,56.0,2,CG,1,4,40000,0.408147727
4518,Beograd,Palilula,Bor?a,severina bijelica,Stan,24.0,1,CG,PR,4,18000,0.408147727
4519,Beograd,Palilula,Bor?a,severina bijelica,Stan,56.0,2,CG,1,4,40000,0.408147727
4520,Beograd,Palilula,Bor?a Greda,severina bijelica,Stan,56.0,1.5,CG,4,4,30500,0.408147727
4521,Beograd,Zvezdara,Bulbulder,severni bulevar,Stan,34.0,1,TA,VPR,1,35000,2.725252486
4522,Beograd,Zemun,Novi grad,sevina,Stan,58.0,2,EG,2,3,75900,5.690495255
4523,Beograd,Stari grad,Dor?ol,sibinjanin janka,Stan,83.0,3,TA,VPR,1,85000,0.9674273840000001
4524,Beograd,Zemun,Gardoš,sibinjanin janka,Stan,78.0,3,Podno,VPR,2,100000,0.9674273840000001
4525,Beograd,Zemun,Gardoš,sibinjanin janka,Stan,30.0,1,Podno,PSUT,2,30000,0.9674273840000001
4526,Beograd,Stari grad,Dor?ol,sibinjanin janka,Stan,79.0,3,TA,PR,2,85000,0.9674273840000001
4527,Beograd,Stari grad,Centar,sibinjanin janka,Stan,84.0,3,TA,PR,1,81000,0.9674273840000001
4528,Beograd,Stari grad,Centar,sibinjanin janka,Stan,84.0,3,TA,PR,1,81000,0.9674273840000001
4529,Beograd,Zemun,Gardoš,sibinjanin janka,Stan,78.0,3,Podno,VPR,2,100000,0.9674273840000001
4530,Beograd,Zemun,Gardoš,sibinjanin janka,Stan,30.0,1,Podno,PSUT,2,30000,0.9674273840000001
4531,Beograd,Zemun,Save Kova?evi?a,silerova,Stan,93.0,3,EG,PR,3,95000,6.306979365
4532,Beograd,Vra?ar,Neimar,sime igumanova,Stan,64.0,2,CG,2,12,82000,2.2467743430000002
4533,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,64.0,2.5,CG,6,12,83500,2.2467743430000002
4534,Beograd,Vra?ar,SC Vra?ar,sime igumanova,Stan,88.0,4,CG,3,12,110000,2.2467743430000002
4535,Beograd,Vra?ar,Neimar,sime igumanova,Stan,64.0,2,CG,2,12,82000,2.2467743430000002
4536,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,64.0,2.5,CG,9,12,86900,2.2467743430000002
4537,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,85.0,2.5,CG,VPR,4,159000,2.2467743430000002
4538,Beograd,Vra?ar,Neimar,sime igumanova,Stan,103.0,3.5,CG,1,7,159900,2.2467743430000002
4539,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,85.0,2,CG,VPR,4,159000,2.2467743430000002
4540,Beograd,Vra?ar,?ubura,sime igumanova,Stan,43.0,1.5,CG,9,9,59000,2.2467743430000002
4541,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,64.0,2.5,CG,12,13,79500,2.2467743430000002
4542,Beograd,Vra?ar,SC Vra?ar,sime igumanova,Stan,88.0,4,CG,3,12,110000,2.2467743430000002
4543,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,64.0,2.5,CG,9,12,86900,2.2467743430000002
4544,Beograd,Voždovac,Lekino brdo,sime igumanova,Stan,103.0,4,CG,1,8,160000,2.2467743430000002
4545,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,85.0,3,CG,1,5,149000,2.2467743430000002
4546,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,29.0,1,EG,4,4,38000,2.2467743430000002
4547,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,85.0,3,CG,1,6,149000,2.2467743430000002
4548,Beograd,Vra?ar,Južni bulevar,sime igumanova,Stan,85.0,3,CG,1,6,146000,2.2467743430000002
4549,Beograd,Savski venac,Dedinje,sime lozanica,Stan,37.0,1.5,CG,VPR,3,53011,3.393342117
4550,Beograd,Stari grad,Centar,simina,Stan,47.0,1.5,TA,3,4,90000,0.228531403
4551,Beograd,Stari grad,Knez Mihailova,simina,Stan,53.0,2,CG,6,7,119000,0.228531403
4552,Beograd,Savski venac,Senjak,simiceva,Stan,85.0,3,CG,1,2,144000,2.827602048
4553,Beograd,Savski venac,Senjak,simiceva,Stan,85.0,3,CG,1,2,144000,2.827602048
4554,Beograd,Vra?ar,Kaleni? pijaca,sindjeliceva,Stan,140.0,4,CG,4,4,196000,1.86117167
4555,Beograd,?ukarica,Julino brdo,sinise stankovica,Stan,66.0,3,CG,3,3,70000,12.34324322
4556,Beograd,Vra?ar,Kaleni? pijaca,sindjeliceva,Stan,70.0,2.5,CG,2,5,118000,1.86117167
4557,Beograd,Vra?ar,Kaleni? pijaca,sindjeliceva,Stan,150.0,4,CG,5,5,320000,1.86117167
4558,Beograd,Zvezdara,Vukov Spomenik,sindjeliceva,Stan,70.0,2.5,CG,2,5,118000,1.86117167
4559,Beograd,Vra?ar,Kaleni? pijaca,sindjeliceva,Stan,110.0,3,CG,11,11,165000,1.86117167
4560,Beograd,Vra?ar,Kaleni? pijaca,sindjeliceva,Stan,150.0,4,CG,5,5,320000,1.86117167
4561,Beograd,Zvezdara,Vukov Spomenik,sindjeliceva,Stan,70.0,2.5,CG,2,5,118000,1.86117167
4562,Beograd,Vra?ar,Kaleni? pijaca,sindjeliceva,Stan,70.0,2.5,CG,2,5,118000,1.86117167
4563,Beograd,Savski venac,Senjak,sitnicka,Stan,25.0,0.5,TA,1,1,30000,1.9471846780000002
4564,Beograd,Savski venac,Senjak,sitnicka,Stan,25.0,0.5,TA,1,1,30000,1.9471846780000002
4565,Beograd,Savski venac,Senjak,sitnicka,Stan,35.0,1,CG,1,3,68000,1.9471846780000002
4566,Beograd,Savski venac,Senjak,sitnicka,Stan,57.0,2.5,TA,2,3,71000,1.9471846780000002
4567,Beograd,Savski venac,Senjak,sitnicka,Stan,50.0,2,TA,PR,1,60000,1.9471846780000002
4568,Beograd,Stari grad,Skadarlija,skadarlija,Stan,80.0,3,TA,VPR,5,150000,0.384146494
4569,Beograd,Stari grad,Centar,skadarska,Stan,80.0,3,TA,VPR,5,150000,0.384146494
4570,Beograd,Stari grad,Centar,skadarska,Stan,80.0,3,TA,VPR,5,150000,0.384146494
4571,Beograd,Stari grad,Skadarlija,skadarska,Stan,135.0,4.5,TA,2,6,239000,0.384146494
4572,Beograd,Stari grad,Centar,skadarska,Stan,73.0,3.5,Kaljeva pe?,1,5,159000,0.384146494
4573,Beograd,Stari grad,Dor?ol,skadarska,Stan,80.0,3,CG,VPR,5,150000,0.384146494
4574,Beograd,Stari grad,Dor?ol,skender begova,Stan,74.0,2,TA,1,1,97000,0.591048874
4575,Beograd,Stari grad,Bajlonijeva pijaca,skender begova,Stan,45.0,1,CG,1,6,83900,0.591048874
4576,Beograd,Stari grad,Dor?ol,skender begova,Stan,74.0,2.5,TA,1,1,97000,0.591048874
4577,Beograd,Stari grad,Dor?ol,skender begova,Stan,74.0,2.5,TA,1,1,97000,0.591048874
4578,Beograd,Stari grad,Dor?ol,skender begova,Stan,74.0,2,TA,1,1,97000,0.591048874
4579,Beograd,Vra?ar,Hram svetog Save,skerliceva,Stan,170.0,3,CG,4,4,700000,1.665070702
4580,Beograd,Zemun,Gornji grad,skopljanska,Stan,60.0,2,EG,1,2,65000,7.341110692999999
4581,Beograd,Palilula,Višnji?ka Banja,slanacki put,Stan,30.0,1.5,EG,1,2,33000,6.100410266
4582,Beograd,Palilula,Višnji?ka Banja,slanacki put,Stan,67.0,2,CG,1,6,63500,6.100410266
4583,Beograd,Palilula,Višnji?ka Banja,slanacki put,Stan,24.0,0.5,Podno,PR,3,25000,6.100410266
4584,Beograd,Palilula,Višnji?ka Banja,slanacki put,Stan,40.0,1,TA,PR,3,30000,6.100410266
4585,Beograd,Palilula,Višnji?ka Banja,slanacki put,Stan,40.0,1,TA,PR,3,30000,6.100410266
4586,Beograd,Palilula,Višnji?ka Banja,slanacki put,Stan,25.0,0.5,CG,PR,3,28900,6.100410266
4587,Beograd,Palilula,Višnji?ka Banja,slankamenacki put,Stan,89.8,4,CG,3,6,83900,5.319703206
4588,Beograd,Palilula,Višnji?ka Banja,slankamenacki put,Stan,83.22,3,CG,2,6,77800,5.319703206
4589,Beograd,Savski venac,Centar,slavija,Stan,110.0,4,CG,1,6,264000,1.254254212
4590,Beograd,Savski venac,Dedinje,slavka curuvije,Stan,193.0,5,CG,VPR,3,550000,4.392598896
4591,Beograd,Rakovica,Centar,slavka rodica,Stan,30.0,0.5,EG,2,4,25500,6.580497555
4592,Beograd,Rakovica,Kneževac,slavka rodica,Stan,30.0,0.5,TA,VPR,3,22000,6.580497555
4593,Beograd,Rakovica,Kneževac,slavka rodica,Stan,41.0,1.5,EG,2,4,33000,6.580497555
4594,Beograd,Rakovica,Kneževac,slavka rodica,Stan,41.0,1.5,EG,2,4,33000,6.580497555
4595,Beograd,Rakovica,Centar,slavka rodica,Stan,29.0,0.5,TA,3,4,26000,6.580497555
4596,Beograd,Rakovica,Vidikova?ka padina,slavka rodica,Stan,27.0,1.5,TA,PR,3,25900,6.580497555
4597,Beograd,Rakovica,Vidikova?ka padina,slavka rodica,Stan,43.0,1.5,EG,PR,3,49000,6.580497555
4598,Beograd,Rakovica,Vidikova?ka padina,slavka rodica,Stan,28.0,1,EG,2,3,24900,6.580497555
4599,Beograd,Rakovica,Centar,slavka rodica,Stan,42.0,2,EG,4,5,38000,6.580497555
4600,Beograd,Rakovica,Kneževac,slavka rodica,Stan,54.0,2.5,TA,3,3,34900,6.580497555
4601,Beograd,Rakovica,Centar,slavka rodica,Stan,46.0,2,EG,2,3,47000,6.580497555
4602,Beograd,Rakovica,Centar,slavka rodica,Stan,52.0,1.5,EG,1,3,42000,6.580497555
4603,Beograd,Rakovica,Centar,slavka rodica,Stan,60.0,2.5,EG,1,4,50000,6.580497555
4604,Beograd,Rakovica,Centar,slavka rodica,Stan,60.0,2.5,EG,1,4,50000,6.580497555
4605,Beograd,Rakovica,Vidikova?ka padina,slavka rodica,Stan,29.0,0.5,TA,2,4,24900,6.580497555
4606,Beograd,Rakovica,Centar,slavka rodica,Stan,54.0,2,TA,3,3,38000,6.580497555
